"fullname","office","position","id","last_name","is_corrected","patronymic","created_date","document_type","source","url","first_name","emitent_ukr_fullname","dnt_objectType_encoded","emitent_ua_middlename","emitent_ua_lastname","dnt_is_foreign","emitent_eng_company_address","dateOrigin","emitent_ua_company_name","emitent_ukr_company_address","emitent_ua_firstname","person","emitent_ukr_company_name","emitent_ua_sameRegLivingAddress","ownerThirdPerson","guarantor_exist_","ownerThirdPersonThing","sizeObligation","emitent_eng_fullname","emitent_eng_company_name","guarantor_realty_exist_","dnt_sizeObligation_hidden","currency","emitent_eng_company_code","margin.emitent","emitent_ua_company_code","otherObjectType","iteration","objectType","emitent_citizen","object_id","emitent_ua_taxNumber_extendedstatus","emitent_ua_regAddress_extendedstatus","emitent_ua_actualAddress_extendedstatus","emitent_ua_birthday_extendedstatus","emitent_ua_company_code_extendedstatus","emitent_eng_company_code_extendedstatus","emitent_eng_taxNumber_extendedstatus","margin.emitent_extendedstatus","dateOrigin_extendedstatus","emitent_ukr_regAddress_extendedstatus","emitent_eng_regAddress_extendedstatus","emitent_ua_middlename_extendedstatus","emitent_ukr_company_address_extendedstatus","emitent_eng_company_address_extendedstatus","declarant","subjectRelation","in_hryvnias"
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Шинькович","FALSE","Васильович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Андрій","","other","","","FALSE","",2014-03-24,"","","","1","","","","FALSE","",322400,"","","TRUE","FALSE","UAH","","1","","забезпечувальний платіж","1477662607264","Інше","","1477662607264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шинькович Андрій Васильович",NA,322400
"Шинькович Андрій Васильович","Верховна Рада України","Народний депутат України","nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Шинькович","FALSE","Васильович",2018-03-26,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_c2eceb8e-d776-49a6-bfde-1b2265d9db76","Андрій","","insurance","","","FALSE","",2017-08-23,"ПРаТ ""Страхова компанія ""Вусо""","","","1477644299699","","","","FALSE","",1296,"","","FALSE","FALSE","UAH","","j","31650052","","1477818723279","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1477818723279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шинькович Аліна Юріївна","дружина",1296
"Шипко Андрій Федорович","Верховна Рада України","Народний депутат України, голова підкомітету з питань законодавчого забезпечення розвитку фармації, здійснення фармацевтичної діяльності, доступності ліків, виробництва та обігу виробів медичного призначення, розвитку сучасних медичних технологій Комітету Верховної Ради України з питань охорони здоров'я ","nacp_edda9e52-a8d2-4ec3-b41f-ab787ebbe8d5","Шипко","FALSE","Федорович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_edda9e52-a8d2-4ec3-b41f-ab787ebbe8d5","Андрій","","loans_received","","","FALSE","",2017-11-30,"ТОВ ""Дніпровський завод будівельних матеріалів""","","","1476882803394","","","","FALSE","",1000000,"","","FALSE","FALSE","UAH","","j","34775113","","1522069511259","Отримані позики","Юридична особа, зареєстрована в Україні","1522069511259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шипко Ірина Петрівна","дружина",1000000
"Шпенов Дмитро Юрійович","Верховна Рада України ","народний депутат України ","nacp_025a2cc4-deab-4324-a909-479618b6d4a7","Шпенов","TRUE","Юрійович",2018-02-23,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_025a2cc4-deab-4324-a909-479618b6d4a7","Дмитро","","insurance","","","FALSE","",2016-05-28,"Страхова компанія ""Країна""","","","1","","","","FALSE","",1331,"","","FALSE","FALSE","UAH","","j","20842474","","1490384283019","Зобов'язання за договорами страхування","Юридична особа, зареєстрована в Україні","1490384283019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шпенов Дмитро Юрійович",NA,1331
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Шуфрич","FALSE","Іванович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Нестор","","loans_received","","","FALSE","",2017-04-13,"","","","1489152365626","","","","FALSE","",5606000,"","","FALSE","FALSE","UAH","","1","","","1520431900681","Отримані позики","","1520431900681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Майкова  Катерина Сергіївна","дружина",5606000
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Шуфрич","FALSE","Іванович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Нестор","","loans_received","","","FALSE","",2017-09-19,"","","","1489152365626","","","","FALSE","",4500059,"","","FALSE","FALSE","UAH","","1","","","1519118967145","Отримані позики","","1519118967145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Майкова  Катерина Сергіївна","дружина",4500059
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Шуфрич","FALSE","Іванович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Нестор","","other","","","TRUE","Tegetthoffstrasse 7, 1010 Wien, Austria",2017-12-30,"","Тегеттхоффстрассе 7, 1010 Відень, Австрія","","1","МДЖЕТ ГмбХ","","","FALSE","",46666,"","MJET GmbH","FALSE","FALSE","EUR","296410y","j","","Заборгованість по оплаті ","1521097039137","Інше","Юридична особа, зареєстрована за кордоном","1521097039137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шуфрич Нестор Іванович",NA,1563097.46
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Шуфрич","FALSE","Іванович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Нестор","","other","","","TRUE","Tegetthoffstrasse 7, 1010 Wien, Austria",2016-05-03,"","Тегеттхоффстрассе 7, 1010 Відень, Австрія","","1","МДЖЕТ ГмбХ","","","FALSE","",74375,"","MJET GmbH","FALSE","FALSE","EUR","296410y","j","","заборгованість по оплаті","1490852854628","Інше","Юридична особа, зареєстрована за кордоном","1490852854628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шуфрич Нестор Іванович",NA,2491222.16
"Шуфрич Нестор Іванович","Верховна Рада України","Народний депутат України","nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Шуфрич","FALSE","Іванович",2018-03-22,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_8053cb18-691e-4aa2-8a63-0e469feb7b7e","Нестор","","other","","","TRUE","Tegetthoffstrasse 7, 1010 Wien, Austria",2017-12-28,"","Тегеттхоффстрассе 7, 1010 Відень, Австрія","","1","МДЖЕТ ГмбХ","","","FALSE","",110208,"","MJET GmbH","FALSE","FALSE","EUR","296410y","j","","Заборгованість по оплаті","1521096839025","Інше","Юридична особа, зареєстрована за кордоном","1521096839025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Шуфрич Нестор Іванович",NA,3691463.69
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","other","","","FALSE","",2017-12-31,"Товариство з обмеженою відповідальністю ""ЯМТ""","","","1","","","","FALSE","",1322500,"","","FALSE","FALSE","UAH","","j","22224125","Заборгованість за отриманими позиками станом на 31.12.2017","1490821829136","Інше","Юридична особа, зареєстрована в Україні","1490821829136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Яриніч Костянтин Володимирович",NA,1322500
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","other","","","FALSE","",2017-12-31,"ПАТ КБ ""Приватбанк""","","","1","","","","FALSE","",10509,"","","FALSE","FALSE","UAH","","j","14360570","Кошти, спрямовані на погашення забогованості по кредитному ліміту до карткового рахунку з 01.01.2017 по 31.12.2017","1490822787166","Інше","Юридична особа, зареєстрована в Україні","1490822787166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Яриніч Костянтин Володимирович",NA,10509
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","other","","","FALSE","",2017-12-31,"ПАТ КБ ""Приватбанк""","","","1","","","","FALSE","",1903,"","","FALSE","FALSE","UAH","","j","14360570","Кошти, спрямовані на погашення відсотків за користування кредитним лімітом до карткового рахунку з 01.01.2017 по 31.12.2017","1521826044745","Інше","Юридична особа, зареєстрована в Україні","1521826044745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Яриніч Костянтин Володимирович",NA,1903
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","other","","","FALSE","",2017-12-31,"Товариство з обмеженою відповідальністю ""ЯМТ""","","","1","","","","FALSE","",7500,"","","FALSE","FALSE","UAH","","j","22224125","Кошти, спрямовані на погашення позики з 01.01.2017 по 31.12.2017 ","1490822664653","Інше","Юридична особа, зареєстрована в Україні","1490822664653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Яриніч Костянтин Володимирович",NA,7500
"Яриніч Костянтин Володимирович","Верховна Рада України","Народний депутат України, член Комітету Верховної Ради України з питань охорони здоров'я","nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Яриніч","TRUE","Володимирович",2018-03-29,"Щорічна","NACP","https://declarations.com.ua/declaration/nacp_4ee28d92-28c7-4427-92da-2339ab21c2be","Костянтин","","other","","","FALSE","",2017-12-31,"ПАТ КБ ""Приватбанк""","","","1","","","","FALSE","",74226,"","","FALSE","FALSE","UAH","","j","14360570","Кошти, спрямовані на погашення забогованості по кредитному ліміту до карткового рахунку з 01.01.2017 по 31.12.2017","1490822941239","Інше","Юридична особа, зареєстрована в Україні","1490822941239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Яриніч Костянтин Володимирович",NA,74226
